geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:
"X: 495135.825, Y: 5456617.5523, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland
"X: 493009.6347, Y: 5456579.5321, Z: NaN",Offence Against a Person,2021-10-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493226.8369, Y: 5456234.0429, Z: NaN",Offence Against a Person,2021-06-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493226.8369, Y: 5456234.0429, Z: NaN",Offence Against a Person,2021-07-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493009.6347, Y: 5456579.5321, Z: NaN",Offence Against a Person,2021-12-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493132.1672, Y: 5451162.6637, Z: NaN",Offence Against a Person,2021-05-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493130.7881, Y: 5451037.8442, Z: NaN",Offence Against a Person,2021-11-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493043.5421, Y: 5457122.0681, Z: NaN",Offence Against a Person,2021-03-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493139.1957, Y: 5451537.4298, Z: NaN",Offence Against a Person,2021-12-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493006.944, Y: 5456534.7784, Z: NaN",Offence Against a Person,2021-07-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493235.3501, Y: 5456849.5611, Z: NaN",Offence Against a Person,2021-09-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493235.3501, Y: 5456849.5611, Z: NaN",Offence Against a Person,2021-08-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493094.0085, Y: 5456750.2057, Z: NaN",Offence Against a Person,2021-05-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493226.8369, Y: 5456234.0429, Z: NaN",Offence Against a Person,2021-07-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493148.7049, Y: 5452531.6863, Z: NaN",Offence Against a Person,2021-05-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493158.6265, Y: 5453145.1757, Z: NaN",Offence Against a Person,2021-08-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493137.6245, Y: 5451919.0549, Z: NaN",Offence Against a Person,2021-01-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493137.6245, Y: 5451919.0549, Z: NaN",Offence Against a Person,2021-02-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493144.067, Y: 5452426.5366, Z: NaN",Offence Against a Person,2021-10-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493153.3288, Y: 5452742.9031, Z: NaN",Offence Against a Person,2021-11-14T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493204.8207, Y: 5451155.381, Z: NaN",Offence Against a Person,2021-02-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493094.0085, Y: 5456750.2057, Z: NaN",Offence Against a Person,2021-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493094.0085, Y: 5456750.2057, Z: NaN",Offence Against a Person,2021-04-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493094.0085, Y: 5456750.2057, Z: NaN",Offence Against a Person,2021-10-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493226.8369, Y: 5456234.0429, Z: NaN",Offence Against a Person,2021-05-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493226.8369, Y: 5456234.0429, Z: NaN",Offence Against a Person,2021-08-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493235.3501, Y: 5456849.5611, Z: NaN",Offence Against a Person,2021-10-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493421.5705, Y: 5454235.1216, Z: NaN",Offence Against a Person,2021-04-24T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 493158.0376, Y: 5455371.9353, Z: NaN",Offence Against a Person,2021-10-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 493238.0762, Y: 5457049.02, Z: NaN",Offence Against a Person,2021-12-29T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493300.7693, Y: 5452421.2967, Z: NaN",Offence Against a Person,2021-09-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493396.9877, Y: 5452836.9333, Z: NaN",Offence Against a Person,2021-09-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493408.5036, Y: 5453559.0013, Z: NaN",Offence Against a Person,2021-03-01T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 493235.3501, Y: 5456849.5611, Z: NaN",Offence Against a Person,2021-10-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493362.2033, Y: 5451007.7006, Z: NaN",Offence Against a Person,2021-03-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493362.2033, Y: 5451007.7006, Z: NaN",Offence Against a Person,2021-05-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493373.4145, Y: 5451597.2971, Z: NaN",Offence Against a Person,2021-12-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493373.4145, Y: 5451597.2971, Z: NaN",Offence Against a Person,2021-11-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493380.17, Y: 5451989.1952, Z: NaN",Offence Against a Person,2021-05-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493499.256, Y: 5450591.7746, Z: NaN",Offence Against a Person,2021-02-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493368.7449, Y: 5456136.2959, Z: NaN",Offence Against a Person,2021-06-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493516.2552, Y: 5456743.8221, Z: NaN",Offence Against a Person,2021-10-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493584.6249, Y: 5452215.2727, Z: NaN",Offence Against a Person,2021-10-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493518.0449, Y: 5457046.3707, Z: NaN",Offence Against a Person,2021-10-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493294.8372, Y: 5455167.5473, Z: NaN",Offence Against a Person,2021-09-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 493516.2552, Y: 5456743.8221, Z: NaN",Offence Against a Person,2021-09-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493366.4931, Y: 5451267.8988, Z: NaN",Offence Against a Person,2021-05-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493516.2552, Y: 5456743.8221, Z: NaN",Offence Against a Person,2021-03-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493380.17, Y: 5451989.1952, Z: NaN",Offence Against a Person,2021-03-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493629.7907, Y: 5455863.4533, Z: NaN",Offence Against a Person,2021-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 493380.4378, Y: 5452012.1181, Z: NaN",Offence Against a Person,2021-06-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493478.6033, Y: 5451136.963, Z: NaN",Offence Against a Person,2021-08-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493516.2552, Y: 5456743.8221, Z: NaN",Offence Against a Person,2021-02-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493418.6792, Y: 5453953.6425, Z: NaN",Offence Against a Person,2021-03-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 493576.0964, Y: 5451026.6683, Z: NaN",Offence Against a Person,2021-03-31T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493576.0964, Y: 5451026.6683, Z: NaN",Offence Against a Person,2021-09-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493517.8519, Y: 5456845.4968, Z: NaN",Offence Against a Person,2021-11-22T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493294.8372, Y: 5455167.5473, Z: NaN",Offence Against a Person,2021-06-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park
"X: 493608.7994, Y: 5451907.2935, Z: NaN",Offence Against a Person,2021-07-18T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493608.7994, Y: 5451907.2935, Z: NaN",Offence Against a Person,2021-11-29T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493596.2388, Y: 5451425.41, Z: NaN",Offence Against a Person,2021-07-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493584.6249, Y: 5452215.2727, Z: NaN",Offence Against a Person,2021-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493584.6249, Y: 5452215.2727, Z: NaN",Offence Against a Person,2021-02-20T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493691.5668, Y: 5452517.9866, Z: NaN",Offence Against a Person,2021-05-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493602.8127, Y: 5453135.6484, Z: NaN",Offence Against a Person,2021-06-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493608.7994, Y: 5451907.2935, Z: NaN",Offence Against a Person,2021-01-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493396.9877, Y: 5452836.9333, Z: NaN",Offence Against a Person,2021-08-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493691.5668, Y: 5452517.9866, Z: NaN",Offence Against a Person,2021-07-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493602.8127, Y: 5453135.6484, Z: NaN",Offence Against a Person,2021-10-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493516.2552, Y: 5456743.8221, Z: NaN",Offence Against a Person,2021-12-04T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493584.6249, Y: 5452215.2727, Z: NaN",Offence Against a Person,2021-10-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493584.6249, Y: 5452215.2727, Z: NaN",Offence Against a Person,2021-07-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493517.8519, Y: 5456845.4968, Z: NaN",Offence Against a Person,2021-09-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Mount Pleasant
"X: 493393.2744, Y: 5452642.6017, Z: NaN",Offence Against a Person,2021-03-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 493602.8127, Y: 5453135.6484, Z: NaN",Offence Against a Person,2021-03-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Sunset
"X: 495984.6438, Y: 5451103.2625, Z: NaN",Offence Against a Person,2021-02-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 495874.901, Y: 5454553.2737, Z: NaN",Offence Against a Person,2021-10-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kensington-Cedar Cottage
"X: 495978.6837, Y: 5453225.1501, Z: NaN",Offence Against a Person,2021-09-20T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496081.2461, Y: 5454511.6789, Z: NaN",Offence Against a Person,2021-06-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496049.2511, Y: 5454929.8345, Z: NaN",Offence Against a Person,2021-02-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496140.4575, Y: 5454013.7401, Z: NaN",Offence Against a Person,2021-02-04T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496140.4575, Y: 5454013.7401, Z: NaN",Offence Against a Person,2021-10-26T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496081.2461, Y: 5454511.6789, Z: NaN",Offence Against a Person,2021-06-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496029.1944, Y: 5454164.6768, Z: NaN",Offence Against a Person,2021-11-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496026.556, Y: 5455319.958, Z: NaN",Offence Against a Person,2021-02-06T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496239.8914, Y: 5454408.0024, Z: NaN",Offence Against a Person,2021-05-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496239.8914, Y: 5454408.0024, Z: NaN",Offence Against a Person,2021-12-02T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496239.8914, Y: 5454408.0024, Z: NaN",Offence Against a Person,2021-05-27T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496240.3086, Y: 5453152.9607, Z: NaN",Offence Against a Person,2021-10-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496178.1178, Y: 5452268.2927, Z: NaN",Offence Against a Person,2021-07-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496178.1178, Y: 5452268.2927, Z: NaN",Offence Against a Person,2021-12-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496297.0339, Y: 5454501.8133, Z: NaN",Offence Against a Person,2021-11-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496178.1178, Y: 5452268.2927, Z: NaN",Offence Against a Person,2021-08-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496239.8914, Y: 5454408.0024, Z: NaN",Offence Against a Person,2021-10-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496220.703, Y: 5455020.3957, Z: NaN",Offence Against a Person,2021-01-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496239.8914, Y: 5454408.0024, Z: NaN",Offence Against a Person,2021-11-27T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496336.1865, Y: 5453945.5482, Z: NaN",Offence Against a Person,2021-12-13T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496336.1865, Y: 5453945.5482, Z: NaN",Offence Against a Person,2021-12-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496345.9876, Y: 5453456.3276, Z: NaN",Offence Against a Person,2021-06-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496346.7175, Y: 5453151.9442, Z: NaN",Offence Against a Person,2021-09-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496345.9876, Y: 5453456.3276, Z: NaN",Offence Against a Person,2021-06-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496392.7579, Y: 5456073.2176, Z: NaN",Offence Against a Person,2021-06-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496200.1601, Y: 5456584.4084, Z: NaN",Offence Against a Person,2021-05-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Hastings-Sunrise
"X: 496336.1865, Y: 5453945.5482, Z: NaN",Offence Against a Person,2021-03-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496297.0339, Y: 5454501.8133, Z: NaN",Offence Against a Person,2021-03-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496385.1053, Y: 5454835.465, Z: NaN",Offence Against a Person,2021-08-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496341.5073, Y: 5452662.245, Z: NaN",Offence Against a Person,2021-11-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Victoria-Fraserview
"X: 496546.1969, Y: 5454030.7799, Z: NaN",Offence Against a Person,2021-02-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496533.6115, Y: 5452851.2871, Z: NaN",Offence Against a Person,2021-05-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 496447.5774, Y: 5453476.0494, Z: NaN",Offence Against a Person,2021-09-21T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496499.3367, Y: 5453955.6475, Z: NaN",Offence Against a Person,2021-10-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 496527.348, Y: 5452663.0697, Z: NaN",Offence Against a Person,2021-11-23T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 494239.5286, Y: 5458631.0505, Z: NaN",Offence Against a Person,2021-07-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 494392.2718, Y: 5459009.6071, Z: NaN",Offence Against a Person,2021-01-30T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 494392.2718, Y: 5459009.6071, Z: NaN",Offence Against a Person,2021-12-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 494237.4589, Y: 5458529.9983, Z: NaN",Offence Against a Person,2021-11-20T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 494391.1765, Y: 5458926.9415, Z: NaN",Offence Against a Person,2021-11-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona
"X: 497274.5717, Y: 5453201.4001, Z: NaN",Offence Against a Person,2021-10-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 497203.6394, Y: 5451736.8423, Z: NaN",Offence Against a Person,2021-04-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 497224.5701, Y: 5451870.1574, Z: NaN",Offence Against a Person,2021-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 497203.6394, Y: 5451736.8423, Z: NaN",Offence Against a Person,2021-06-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 497340.6895, Y: 5456152.1536, Z: NaN",Offence Against a Person,2021-11-08T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497296.5188, Y: 5454115.0942, Z: NaN",Offence Against a Person,2021-09-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497307.2135, Y: 5454639.8001, Z: NaN",Offence Against a Person,2021-09-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497480.785, Y: 5453629.5836, Z: NaN",Offence Against a Person,2021-12-16T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497535.5619, Y: 5455867.4894, Z: NaN",Offence Against a Person,2021-07-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497535.5619, Y: 5455867.4894, Z: NaN",Offence Against a Person,2021-10-25T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497333.1005, Y: 5455010.8398, Z: NaN",Offence Against a Person,2021-01-31T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497434.941, Y: 5453559.4233, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497475.7037, Y: 5454074.2431, Z: NaN",Offence Against a Person,2021-11-26T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497493.6826, Y: 5454600.9471, Z: NaN",Offence Against a Person,2021-11-15T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497344.0633, Y: 5453868.5185, Z: NaN",Offence Against a Person,2021-02-28T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497434.941, Y: 5453559.4233, Z: NaN",Offence Against a Person,2021-10-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497534.5509, Y: 5455413.5819, Z: NaN",Offence Against a Person,2021-04-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497534.8798, Y: 5455693.1748, Z: NaN",Offence Against a Person,2021-04-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497429.9658, Y: 5451929.0332, Z: NaN",Offence Against a Person,2021-01-03T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 497596.8617, Y: 5456785.0952, Z: NaN",Offence Against a Person,2021-01-25T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Hastings-Sunrise
"X: 497413.0263, Y: 5454638.9156, Z: NaN",Offence Against a Person,2021-06-19T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497475.7037, Y: 5454074.2431, Z: NaN",Offence Against a Person,2021-12-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497482.8519, Y: 5452943.3872, Z: NaN",Offence Against a Person,2021-04-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney
"X: 497473.0975, Y: 5453788.1376, Z: NaN",Offence Against a Person,2021-05-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497493.6826, Y: 5454600.9471, Z: NaN",Offence Against a Person,2021-03-28T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497466.8158, Y: 5456288.9003, Z: NaN",Offence Against a Person,2021-01-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497544.8208, Y: 5456053.3618, Z: NaN",Offence Against a Person,2021-06-30T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497544.8208, Y: 5456053.3618, Z: NaN",Offence Against a Person,2021-08-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497466.8158, Y: 5456288.9003, Z: NaN",Offence Against a Person,2021-08-08T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497544.8208, Y: 5456053.3618, Z: NaN",Offence Against a Person,2021-07-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497473.0975, Y: 5453788.1376, Z: NaN",Offence Against a Person,2021-12-09T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497534.5509, Y: 5455413.5819, Z: NaN",Offence Against a Person,2021-10-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 497473.0975, Y: 5453788.1376, Z: NaN",Offence Against a Person,2021-08-22T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-01-07T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-05-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490748.7893, Y: 5458113.5786, Z: NaN",Offence Against a Person,2021-09-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-07-29T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-11-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490756.3082, Y: 5458644.5072, Z: NaN",Offence Against a Person,2021-11-18T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490660.6494, Y: 5458201.7305, Z: NaN",Offence Against a Person,2021-03-12T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490660.6494, Y: 5458201.7305, Z: NaN",Offence Against a Person,2021-10-23T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490910.0134, Y: 5458800.0238, Z: NaN",Offence Against a Person,2021-01-23T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-07-17T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-03-11T08:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
"X: 490822.7379, Y: 5459614.341, Z: NaN",Offence Against a Person,2021-08-01T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District
